		250		31329.8	67	5.47761194	734		0						26		0	
	source ID	druid	Title	Length of Roll	Digitizing Operator	Digitizing Date	Total Digitizing Time (in minutes)	Date Completion	QC Operator	QC Date	Total Post Processing (Lightroom Time)	Total QC Time	QC Pass/Fail	Number of Scans	Notes	Import Date	Count Skip of Total Digitizing Time	Feet / min
	sul:ars0163_cr752_r3184	np906yg1495	Preludes, op. 28 : selections															
	sul:ars0163_cr791_r3413	by682kb6355	Variationen und Fuga uber ein Thema von G. Ph. Telemann : selections															
	sul:ars0163_cr792_r3414	gc665mk5409	Variationen und Fuga uber ein Thema von G. Ph. Telemann : selections															
	sul:ars0163_cr283_r960	nn164fm8609	Pieces de clavecin : Hirondelle															
	sul:ars0163_cr790_r3413	hx098mm3686	Variationen und Fuge uber ein Thema von G. Ph. Telemann : selections															
	sul:ars0163_cr1054_r2593	sv897yb5992	Toccata und Fuge, BWV 538															
	sul:ars0163_cr873_r4011	nz911nb1551	Pavana-capricho															
	sul:ars0163_cr876_r4007a	dx629xq0679	Granada															
	sul:ars0163_cr445_r416	kg909cd0800	Tiefland, ballade	336	DC	12/14/2017	7											
	sul:ars0163_cr1200_r7350	dq948nm0215	Valse, op. 36, no. 7	358	Megan	12/14/2017	5	12/14/2017										
	sul:ars0163_cr1257_r7667	yh841hx9068	Fuga alla giga	384	DC	12/14/2017	7											
	sul:ars0163_cr1165_r7244_7245	rd159bn9721	Concerto in the Italian style : part 1 and 2		TC	12/14/2017	11											
	sul:ars0163_cr1164_r7246	tb924ts0749	Concerto in the Italian style : part 3	348	DC	12/14/2017	12								Frame duplication			
	sul:ars0163_cr862_r3822	ft192xt0184	Partita no. 1 : Allemande, Courante, Sarabande															
	sul:ars0163_cr895_r4127	yg136nt9136	Prelude & fugue : book 1, no. 5															
	sul:ars0163_cr1039_r6676_3746	tb547jq4097	Bourree, B minor	599.8	LL	12/14/2017	16/8								Protective paper wrapped and tied around. Had to stop 1/4 way through due to duplicate error; duplicate error right after last note			
	sul:ars0163_cr899_r4124	rk913jp7590	Toccata C-Dur, Adagio und Fuge															
	sul:ars0163_cr526_r1836	bp303pd2620	Prelude & fugue Dm															
	sul:ars0163_cr709_r2965	tc728zd8995	Prelude and fugue : Well tempered klavier, book 2, no. 12															
	sul:ars0163_cr236_r544	yx921xx9501	Prelude and fugue, G minor															
	sul:ars0163_cr537_r1950	nh431mp0540	Berceuse, D-flat															
	sul:ars0163_cr1268_r7767	xf903xm1997	Rumanian folk dances															
	sul:ars0163_cr1158_r7180	jj983kz7735	Barberini's minuet	384.1	LL	12/14/2017	16								Protective paper wrapped and tied around			
	sul:ars0163_cr26_r185	zk495vg9636	Andante, F major															
	sul:ars0163_cr90_r326	rn222yy6368	Rondo capriccioso															
	sul:ars0163_cr92_r330	dy858sv5914	Rondo, op. 51, no. 1															
	sul:ars0163_cr114_r372	wx125wk0864	Waldstein sonata : op. 53 : movement 1															
